"","stid","dsid","name","lat","long","area","edited","notes","type","avg_int","max_int","controls","Core top","Biostratigraphic, pollen","Radiocarbon","Radiocarbon, average of two or more dates","Deglaciation","Guess","Tephra","Radiocarbon, reservoir correction","Extrapolated","Core bottom","Annual laminations (varves)","Interpolated","Other dating methods","Radiocarbon, calibrated","Sediment stratigraphic","Ambrosia rise","X23","European settlement horizon","Lead-210","Introduced Pinus rise","Tsuga decline","Radiocarbon, calibrated from calendar years","Radiocarbon, infinite","Heinrich stadials","Interpolated, corrected for compaction","Stratigraphic","Picea decline","Historical fire","Historical documentation","Biostratigraphic","Casuarina rise","Caesium-137","Salsola rise","Geochronologic","Marine isotope stage event"
"786",1741,1799,"Nichols Brook Site",42.544722,-78.478889,NA,NA,NA,NA,1186.66666666667,2340,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",1741,3497,"Nichols Brook Site",42.544722,-78.478889,NA,NA,NA,NA,654,1280,6,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",1748,1806,"Niliq Lake",67.866667,-160.433333,NA,NA,NA,NA,2776,3830,6,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",1756,1814,"No Bottom Pond",41.283333,-70.208333,0,1,"Confirmed lake, site description: kettle lake","Lac",2304.16666666667,4430,7,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",1757,1815,"Nonconnah Creek [TN-1]",35.0833333333333,-89.9166666666667,47470,3,"Unsure of location. Creek watershed area: Delcourt",NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",1759,1817,"North Pond",42.65,-73.05,0,3,"Minimum info on site description and publications",NA,1286.66666666667,3175,10,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",1760,1818,"Water Conservation Area 3B, Nuthouse Far Tail",25.885556,-80.556667,28812.96982,NA,NA,NA,1172.66666666667,2048,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",1761,1819,"Water Conservation Area 3B, Nuthouse Head",25.889167,-80.5125,28812.96982,NA,NA,NA,629.5,1120,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",1764,1822,"Lake Ogechie",46.133333,-93.783333,158.9,2,"Confirmed lake: site description","Lac",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",1766,1824,"West Okoboji Lake",43.333333,-95.2,0,1,"Confirmed location in Millers Bay: Van Zant 1979","Lac",1180.90909090909,2190,12,1,1,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",1768,1826,"Old Field",37.116667,-89.833333,0,2,"Confirmed location: King and Allen 1977","Pal",1138,1530,6,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",1771,1830,"Lake Onamia",46.068333,-93.68,0,1,"Confirmed lake: site description","Lac",95,95,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",1772,1831,"Ondris Pond",46.341585,-94.408,0.8,2,"Confirmed lake: Jacobson 1979. Assumed correct loc","Lac",495,875,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",1774,1833,"Lake Ontario, Rochester Basin",43.51,-76.9,NA,NA,NA,NA,3000,5200,5,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",1775,1834,"Lake Ontario, Mississauga Basin",43.556667,-78.15,NA,NA,NA,NA,2400,5200,6,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",1781,1840,"Otto Mielke Lake",45.933333,-89.625,11,3,"Kingston et al: area; seepage lake; unkown loc.","Lac",12.3333333333333,22,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",1789,1848,"Panther Run Pond",40.8,-77.416667,0,3,"Confirmed pond, but cannot locate: Watts 1979",NA,3152.5,6210,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",1792,1852,"Park Pond 1",43.468056,-109.959444,NA,NA,NA,NA,2485,2620,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",1793,1854,"Park Pond 2",43.45,-109.940833,NA,NA,NA,NA,2530,4230,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",1794,1856,"Park Pond 3",43.459167,-109.92,NA,NA,NA,NA,2657.5,5910,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",1797,1859,"Pasacaco Pond",41.516667,-71.45,NA,NA,NA,NA,433.333333333333,575,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",1803,1865,"Patschke Bog",30.366667,-97.116667,NA,NA,NA,NA,6810.5,9107,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",1803,3500,"Patschke Bog",30.366667,-97.116667,NA,NA,NA,NA,4329.25,8500,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",1812,3501,"Pittsburg Basin",38.904167,-89.1875,0,2,"Confirmed location: Gruger 1972",NA,4182.5,9800,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",1813,3542,"Pickerel Lake",45.501375,-97.27683,NA,NA,NA,NA,2667.5,4380,5,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",1814,3541,"Pogonia Bog Pond",45.03503,-93.6305,0,3,"Unsure if pond or bog",NA,124,124,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",1814,3558,"Pogonia Bog Pond",45.03503,-93.6305,0,3,"Unsure if pond or bog",NA,1602,4080,8,1,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",1815,3784,"Third Lake",48.098755,-92.010535,17.3,2,"Confirmed lake: site description","Lac",3116.66666666667,3500,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",1815,3786,"Third Lake",48.098755,-92.010535,17.3,2,"Confirmed lake: site description","Lac",1300,1300,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",1815,3788,"Third Lake",48.098755,-92.010535,17.3,2,"Confirmed lake: site description","Lac",1475,1550,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",1818,1882,"Ped Pond",67.2,-142.066667,NA,NA,NA,NA,2088.33333333333,3140,7,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",1820,1884,"Pennington Lake",45.780556,-93.273056,51.5,2,"Confirmed lake, site description: kettle lake","Lac",85,85,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",1827,1891,"Peterson Slough",46.966667,-95.316667,1,2,"Confirmed slough and area: Almendinger 1992","Pal",1520,2900,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",1833,1897,"Pilot Mound Site",42.16,-93.9,0,3,"Minimum info on site description and publications",NA,2250,4770,7,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",1834,1898,"Pinckneyville Creek Site 19",31.045833,-91.479444,NA,NA,NA,NA,NA,-Inf,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",1835,1899,"Pinckneyville Creek Site 20",31.048333,-91.481944,NA,NA,NA,NA,NA,-Inf,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",1836,1900,"Pinckneyville Creek Site 21",31.047778,-91.482222,NA,NA,NA,NA,NA,-Inf,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",1891,1955,"Pleasant Lake",44.60587,-93.563475,111.7,2,"Confirmed lake, site description: kettle lake","Lac",105,105,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",1896,1961,"Poland Spring Pond",44.033333,-70.35,0,3,"Confirmed kettle lake, but cannot locate the lake","Lac",1171.81818181818,1945,12,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",1901,1966,"Portage Lake",47.081,-94.113,61.3,2,"Confirmed lake, site description: kettle lake","Lac",3260,3685,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",1902,1967,"Portage Marsh",41.576111,-87.2225,6.730029,2,"Confirmed loc and area: Singer et al 1996","Pal",3792,4731,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",1902,3559,"Portage Marsh",41.576111,-87.2225,6.730029,2,"Confirmed loc and area: Singer et al 1996","Pal",1755,1755,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",1905,1970,"Posy Lake",37.95,-111.7,0,1,"Confirmed lake, site description","Lac",1842.25,2590,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",1906,3560,"Potato Lake",34.462222,-111.345278,4,NA,NA,NA,2342.5,7500,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",1906,3561,"Potato Lake",34.462222,-111.345278,4,NA,NA,NA,5570,12550,7,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",1907,1972,"Potts Mountain Pond",37.6,-80.133333,0,1,"Confirmed location: Watts 1979","Lac",2232.2,4625,6,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",1908,1974,"Powers Fort Swale",36.6,-90.583333,1.4,2,"Confirmed location and area: Royall et al 1991","Pal",1740.5,5535,11,1,NA,8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",1909,1975,"Chesapeake Bay, Parker Creek",38.547778,-76.478611,NA,NA,NA,NA,2272,4650,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",1914,1980,"Protection Bog",42.622222,-78.466667,NA,NA,NA,NA,2261.75,4640,5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",1916,1982,"Chesapeake Bay, Potomac River",38.026944,-76.22,NA,NA,NA,NA,407.666666666667,870,7,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",1917,1983,"Chesapeake Bay, Patuxent River (2-G-2)",38.326111,-76.393056,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",1918,1984,"Chesapeake Bay, Patuxent River (2-P-5)",38.333333,-76.309722,NA,NA,NA,NA,539,798,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",1920,1987,"Puyuk Lake",63.5,-162.2,NA,NA,NA,NA,7819.5,7980,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",1934,2001,"Pyle Site",40.666667,-84.883333,0,2,"Confirmed location and swale: Shane 1987","Pal",1052,1580,6,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",1936,2003,"Quarles Pond",37.995833,-79.072222,2.069963,2,"Confirmed location: Craig 1969","Lac",4000,9100,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",1939,2006,"Quicksand Pond",34.326389,-84.865278,NA,NA,NA,NA,6540,6540,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",1940,2007,"Quillin Site",41,-81.966667,NA,NA,NA,NA,1055,3190,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",1944,2011,"Radtke Lake",43.4,-88.1,0,3,"Minimal info on site description and publications",NA,1432.5,2315,9,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",1955,2025,"Ranger Lake",67.147222,-153.65,NA,NA,NA,NA,3450,10100,7,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",1956,2026,"Rapid Lake",42.728889,-109.193889,NA,NA,NA,NA,10000,10000,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",1959,2030,"Rayburn's Dome",32.466667,-93.166667,NA,NA,NA,NA,3666.66666666667,6700,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",1973,2045,"Rebel Lake",67.416667,-149.8,NA,NA,NA,NA,4333.33333333333,7300,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",1974,2047,"Redondo Lake",67.683333,-155.033333,NA,NA,NA,NA,2040,2540,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",1976,2049,"Redrock Lake",40.083333,-105.541667,NA,NA,NA,NA,877.777777777778,1610,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",1977,2050,"Redstone Lake",67.25,-152.6,NA,NA,NA,NA,3931.66666666667,6310,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",1978,2051,"Reichow Pond",47.190745,-95.77364,2.8,2,"Assumed correct location in pond - but min info","Lac",85,85,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852",1979,2053,"Reidel Lake",46.211944,-95.284167,4.1,2,"Assumed correct location. Almquist-Jacobson 1992","Lac",1666.28571428571,2920,8,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853",1987,2061,"Chesapeake Bay, Rhode River",38.886389,-76.394722,NA,NA,NA,NA,318.625,659,9,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",1988,2062,"Rholl Lake",47.6,-96.166667,0,3,"Site description: lake, but cannot locate","Lac",85,85,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855",1989,2063,"Rhule Fen",39.953611,-85.741667,3.992798,2,"Confirmed location: Shane and Anderson 1993","Pal",1682.5,2200,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856",1990,2065,"Rice Lake",48.00942,-101.53972,89,NA,NA,NA,842.727272727273,2060,12,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",1991,2066,"Rice Lake",46.922222,-95.575,105.3,2,"Confirmed lake: McAndrews 1969","Lac",1338.66666666667,2070,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",1991,3568,"Rice Lake",46.922222,-95.575,105.3,2,"Confirmed lake: McAndrews 1969","Lac",974,1860,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859",1992,2067,"Richland Creek",40.875,-89.353333,0,3,"Minimum info on site description and publications",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860",1992,3569,"Richland Creek",40.875,-89.353333,0,3,"Minimum info on site description and publications",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861",2194,2270,"Rogers Lake",41.3525,-72.29915,113.059598,2,"Confirmed lake: Davis 1967","Lac",455.151515151515,1440,34,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862",2211,2288,"Rosebud",43.229167,-100.848611,NA,NA,NA,NA,315,580,3,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",2211,3583,"Rosebud",43.229167,-100.848611,NA,NA,NA,NA,50,50,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864",2212,2289,"Rose Lake",41.916667,-77.925,0,1,"Confirmed lake, site description","Lac",3543.75,9375,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865",2213,2290,"Rossburg Bog",46.583333,-93.6,0,2,"Confirmed bog, assumed correct location","Pal",2700,4270,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866",2214,2292,"Ross Pond",43.921389,-69.410278,0,1,"Site descirption: glacial scour lake","Lac",1686.28571428571,3290,8,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",2231,2309,"Ruby Lake",45.283333,-91.458333,6.9,1,"Site description: lake. Area: Gajewski et al 1985","Lac",232.75,564,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868",2232,2311,"Ruppert Lake",67.066667,-154.233333,NA,NA,NA,NA,1653.75,2420,9,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869",2235,2314,"Rutz Lake",44.87083,-93.858975,21.9,2,"Confirmed lake, site descrition, Waddington 1969","Lac",1501.875,2950,9,1,1,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
