"stid","dsid","name","area","edited","notes","type","avg_int","max_int","controls","Core.top","Biostratigraphic..pollen","Radiocarbon","Radiocarbon..average.of.two.or.more.dates","Deglaciation","Guess","Tephra","Radiocarbon..reservoir.correction","Extrapolated","Core.bottom","Annual.laminations..varves.","Interpolated","Other.dating.methods","Radiocarbon..calibrated","Sediment.stratigraphic","Ambrosia.rise","X23","European.settlement.horizon","Lead.210","Introduced.Pinus.rise","Tsuga.decline","Radiocarbon..calibrated.from.calendar.years","Radiocarbon..infinite","Heinrich.stadials","Interpolated..corrected.for.compaction","Stratigraphic","Picea.decline","Historical.fire","Historical.documentation","Biostratigraphic","Casuarina.rise","Caesium.137","Salsola.rise","Geochronologic","Marine.isotope.stage.event","X","Y","geometry"
1711,1768,"Moon Lake",43,"NA","NA","NA",847.5,2290,15,1,1,12,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-98.15984,46.85592,"c(-98.15984, 46.85592)"
1715,1772,"Mosquito Lake Bog",19.04,2,"Confirmed bog, changed area","NA",3535,4700,3,"NA","NA",1,1,"NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-122.117778,48.769167,"c(-122.117778, 48.769167)"
1716,1773,"Moulton Pond",22,3,"Minimal info on location. Area: Davis et al 1975","NA",1125.83333333333,2395,13,1,1,11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-68.639167,44.6275,"c(-68.639167, 44.6275)"
1718,1775,"Mud Creek Site 1",168.2176,"NA","NA","NA",399,1200,6,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.604722,25.219722,"c(-80.604722, 25.219722)"
1719,1776,"Mud Lake (US:Florida)",185.8,"NA","NA","NA",2720,3090,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-81.866667,29.3,"c(-81.866667, 29.3)"
1720,1777,"Mud Lake",52.2,2,"Confirmed lake: site description","Lac",105,105,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.829815,44.226105,"c(-93.829815, 44.226105)"
1721,1778,"Mud Lake (US:Minnesota:Hubbard)",28.5,1,"Confirmed lake: description and Almendinger 1992","Lac",966.666666666667,2160,4,1,"NA","NA","NA","NA","NA","NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.75,46.866667,"c(-94.75, 46.866667)"
1724,1781,"Murphy Lake",19.1,2,"Confirmed lake: site description","Lac",115,115,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.341105,44.711625,"c(-93.341105, 44.711625)"
1729,1786,"Myrtle Lake",67,2,"Confirmed lake: site description","Lac",1853.33333333333,3010,7,1,1,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.3853,47.982605,"c(-93.3853, 47.982605)"
1732,1789,"Natural Lake",5428.630966,3,"Could not find publications.","Lac",829,1420,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.386111,34.663333,"c(-95.386111, 34.663333)"
1735,1793,"Nels Lake",71,1,"Confirmed lake and area: Kingston et al 1990","Lac",7.07142857142857,12,15,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",15,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.9,48.033333,"c(-91.9, 48.033333)"
1736,1794,"Nelson Pond",0.9,2,"Confirmed pond: Jacobson 1979. Assumed correct loc","Lac",1705,1705,2,"NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.686585,46.40707,"c(-92.686585, 46.40707)"
1757,1815,"Nonconnah Creek [TN-1]",47470,3,"Unsure of location. Creek watershed area: Delcourt","NA","NA","-Inf",1,"NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.9166666666667,35.0833333333333,"c(-89.9166666666667, 35.0833333333333)"
1759,1817,"North Pond",15.08,1,"Confirmed Lake, Changed Area","NA",1286.66666666667,3175,10,1,1,3,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-73.05,42.65,"c(-73.05, 42.65)"
1760,1818,"Water Conservation Area 3B, Nuthouse Far Tail",28812.96982,"NA","NA","NA",1172.66666666667,2048,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.556667,25.885556,"c(-80.556667, 25.885556)"
1761,1819,"Water Conservation Area 3B, Nuthouse Head",28812.96982,"NA","NA","NA",629.5,1120,5,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.5125,25.889167,"c(-80.5125, 25.889167)"
1764,1822,"Lake Ogechie",158.9,2,"Confirmed lake: site description","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.783333,46.133333,"c(-93.783333, 46.133333)"
1772,1831,"Ondris Pond",0.8,2,"Confirmed lake: Jacobson 1979. Assumed correct loc","Lac",495,875,3,1,"NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.408,46.341585,"c(-94.408, 46.341585)"
1781,1840,"Otto Mielke Lake",11,3,"Kingston et al: area; seepage lake; unkown loc.","Lac",12.3333333333333,22,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.625,45.933333,"c(-89.625, 45.933333)"
1797,1859,"Pasacaco Pond",168.29,1,"Confirmed lake, Changed area","NA",433.333333333333,575,4,1,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-71.45,41.516667,"c(-71.45, 41.516667)"
1814,3558,"Pogonia Bog Pond",0.9122,1,"Unsure if pond or bog","NA",1602,4080,8,1,"NA",1,"NA","NA","NA","NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.6305,45.03503,"c(-93.6305, 45.03503)"
1815,3784,"Third Lake",17.3,2,"Confirmed lake: site description","Lac",3116.66666666667,3500,4,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.010535,48.098755,"c(-92.010535, 48.098755)"
1815,3786,"Third Lake",17.3,2,"Confirmed lake: site description","Lac",1300,1300,2,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.010535,48.098755,"c(-92.010535, 48.098755)"
1815,3788,"Third Lake",17.3,2,"Confirmed lake: site description","Lac",1475,1550,3,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.010535,48.098755,"c(-92.010535, 48.098755)"
1820,1884,"Pennington Lake",51.5,2,"Confirmed lake, site description: kettle lake","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.273056,45.780556,"c(-93.273056, 45.780556)"
1827,1891,"Peterson Slough",1,2,"Confirmed slough and area: Almendinger 1992","Pal",1520,2900,3,1,"NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.316667,46.966667,"c(-95.316667, 46.966667)"
1891,1955,"Pleasant Lake",111.7,2,"Confirmed lake, site description: kettle lake","Lac",105,105,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.563475,44.60587,"c(-93.563475, 44.60587)"
1901,1966,"Portage Lake",61.3,2,"Confirmed lake, site description: kettle lake","Lac",3260,3685,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.113,47.081,"c(-94.113, 47.081)"
1902,1967,"Portage Marsh",6.730029,2,"Confirmed loc and area: Singer et al 1996","Pal",3792,4731,3,"NA","NA",2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.2225,41.576111,"c(-87.2225, 41.576111)"
1902,3559,"Portage Marsh",6.730029,2,"Confirmed loc and area: Singer et al 1996","Pal",1755,1755,2,"NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.2225,41.576111,"c(-87.2225, 41.576111)"
1906,3560,"Potato Lake",4,"NA","NA","NA",2342.5,7500,5,"NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-111.345278,34.462222,"c(-111.345278, 34.462222)"
1906,3561,"Potato Lake",4,"NA","NA","NA",5570,12550,7,"NA","NA",5,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-111.345278,34.462222,"c(-111.345278, 34.462222)"
1908,1974,"Powers Fort Swale",1.4,2,"Confirmed location and area: Royall et al 1991","Pal",1740.5,5535,11,1,"NA",8,"NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-90.583333,36.6,"c(-90.583333, 36.6)"
1936,2003,"Quarles Pond",2.069963,2,"Confirmed location: Craig 1969","Lac",4000,9100,4,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-79.072222,37.995833,"c(-79.072222, 37.995833)"
1944,2011,"Radtke Lake",2.4,1,"Found lake in Wisconsin DNR information","Lacu",1432.5,2315,9,1,1,7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-88.1,43.4,"c(-88.1, 43.4)"
1976,2049,"Redrock Lake",2.8,1,"Nudged the point. Based on paper","Lac",877.777777777778,1610,10,"NA","NA",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-105.541667,40.083333,"c(-105.541667, 40.083333)"
1978,2051,"Reichow Pond",2.8,2,"Assumed correct location in pond - but min info","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.77364,47.190745,"c(-95.77364, 47.190745)"
1979,2053,"Reidel Lake",4.1,2,"Assumed correct location. Almquist-Jacobson 1992","Lac",1666.28571428571,2920,8,1,1,1,"NA","NA","NA","NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.284167,46.211944,"c(-95.284167, 46.211944)"
1989,2063,"Rhule Fen",3.992798,2,"Confirmed location: Shane and Anderson 1993","Pal",1682.5,2200,5,"NA","NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.741667,39.953611,"c(-85.741667, 39.953611)"
1990,2065,"Rice Lake",89,"NA","NA","NA",842.727272727273,2060,12,1,1,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-101.53972,48.00942,"c(-101.53972, 48.00942)"
1991,2066,"Rice Lake",105.3,2,"Confirmed lake: McAndrews 1969","Lac",1338.66666666667,2070,4,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.575,46.922222,"c(-95.575, 46.922222)"
1991,3568,"Rice Lake",105.3,2,"Confirmed lake: McAndrews 1969","Lac",974,1860,3,1,1,"NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.575,46.922222,"c(-95.575, 46.922222)"
2194,2270,"Rogers Lake",113.059598,2,"Confirmed lake: Davis 1967","Lac",455.151515151515,1440,34,1,1,31,"NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.29915,41.3525,"c(-72.29915, 41.3525)"
2211,2288,"Rosebud",5.09,1,"Confirmed site, changed area","NA",315,580,3,"NA","NA",2,"NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-100.848611,43.229167,"c(-100.848611, 43.229167)"
2231,2309,"Ruby Lake",6.9,1,"Site description: lake. Area: Gajewski et al 1985","Lac",232.75,564,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.458333,45.283333,"c(-91.458333, 45.283333)"
2235,2314,"Rutz Lake",21.9,2,"Confirmed lake, site descrition, Waddington 1969","Lac",1501.875,2950,9,1,1,1,"NA","NA","NA","NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.858975,44.87083,"c(-93.858975, 44.87083)"
2239,2318,"Ryerse Lake",8.2,3,"Minimum info on site description or publications","NA",1618,2470,6,"NA","NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.179167,46.131944,"c(-85.179167, 46.131944)"
2269,2349,"Scott Lake",101.433645,"NA","NA","NA",4378,4378,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-81.95,27.966667,"c(-81.95, 27.966667)"
2273,2354,"Sedivy Lake",12,2,"Confirmed lake, site description: kettle lake","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.833333,47.208889,"c(-95.833333, 47.208889)"
2283,2365,"Seminary School Basin",0.7,3,"Minimum info on site description and publications","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.178611,38.8975,"c(-89.178611, 38.8975)"
2293,2375,"Shagawa Lake",943.419434,2,"Confirmed lake: Bradbury and Megard 1972","Lac",279.285714285714,1853,8,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.866667,47.916667,"c(-91.866667, 47.916667)"
2301,2383,"Silver Lake",179.3,2,"Confirmed lake, site description: kettle lake","Lac",105,105,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.20414,44.895835,"c(-94.20414, 44.895835)"
2303,2385,"Silver Lake",212.5,"NA","NA","NA",1780.11111111111,6200,10,1,1,"NA",4,1,"NA","NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-83.812515,40.354335,"c(-83.812515, 40.354335)"
2303,17717,"Silver Lake",212.5,"NA","NA","NA",-583.615384615385,8780,14,1,"NA",13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-83.812515,40.354335,"c(-83.812515, 40.354335)"
2304,2386,"Silver Lake",56,2,"Confirmed lake: description and Russel et al 1993","Lac",442,700,3,1,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-74.98612,41.25182,"c(-74.98612, 41.25182)"
2492,2576,"Slough Creek Pond",11.5,1,"Confirmed site with Google Earth and Publication, Changed area","NA",2345,2835,6,1,"NA",4,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-110.35,44.933333,"c(-110.35, 44.933333)"
2497,2581,"Solum Lake",27.9,2,"Confirmed lake, site description: kettle lake","Lac",95,95,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-96.25,46.662222,"c(-96.25, 46.662222)"
2501,2585,"Spectacle Lake",99.1,2,"Confirmed lake, site description: kettle lake","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.408333,45.572222,"c(-93.408333, 45.572222)"
2502,2586,"Spirit Lake",6,2,"Confirmed loc. Changed area: Woods and Davis 1989","Lac",1582.85714285714,2955,8,1,1,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-86.958333,46.47,"c(-86.958333, 46.47)"
2503,2587,"Splains Gulch",30.24,2,"Confirmed gulch","NA",1373.33333333333,1720,4,"NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-107.068889,38.832778,"c(-107.068889, 38.832778)"
2504,2588,"Splains Lake",2.793283,"NA","NA","NA",2505,3910,7,1,"NA",5,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-107.077778,38.8325,"c(-107.077778, 38.8325)"
2507,2591,"Spring Lake",44.7,1,"Confirmed site with Google Earth, changed area","NA",2534,4600,6,1,2,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-76.35,41.673889,"c(-76.35, 41.673889)"
2508,2593,"Spruce Pond",3.5332,1,"Confirmed Lake, Changed Area","NA",1378.88888888889,2100,10,1,"NA",9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-74.1833,41.23687,"c(-74.1833, 41.23687)"
2512,2598,"Stages Pond",4.2,1,"NA","NA",1202.66666666667,1910,4,1,1,"NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-82.9375,39.668056,"c(-82.9375, 39.668056)"
2514,2600,"St. Catherines Lake",47.6,2,"Confirmed lake, site description: kettle lake","Lac",115,115,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.43352,44.626875,"c(-93.43352, 44.626875)"
2518,2605,"Stone Lake",15.3,2,"Confirmed lake, site description: kettle lake","Lac",95,95,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.522222,45.4,"c(-93.522222, 45.4)"
2520,2609,"Stotzel-Leis Site",3.5007,2,"Changed Area (according to area on ArcMap; dried up before 9/24/2014 Google Earth)","NA",1654.44444444444,5730,10,1,1,8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-84.689444,40.216667,"c(-84.689444, 40.216667)"
2524,2613,"Sunfish Lake",18.3,2,"Confirmed lake, site descirption: kettle lake","Lac",115,115,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.1,44.874722,"c(-93.1, 44.874722)"
2530,2620,"Swan Lake",151.7,2,"Confirmed lake: Wright et al 1985","Lac",2992.33333333333,5270,4,1,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-102.499255,41.72106,"c(-102.499255, 41.72106)"
2531,2621,"Swartswood Lake",162,"NA","NA","NA",227,227,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-74.83698,41.072335,"c(-74.83698, 41.072335)"
2536,2626,"Tannersville Bog",300,2,"Confirmed bog and area: Cai and Yu 2011","Pal",2221.66666666667,4310,7,1,1,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-75.266667,41.033333,"c(-75.266667, 41.033333)"
2536,15866,"Tannersville Bog",300,2,"Confirmed bog and area: Cai and Yu 2011","Pal",801.833333333333,2770,13,1,"NA",12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-75.266667,41.033333,"c(-75.266667, 41.033333)"
2540,2630,"Taylor Creek Site 2",9.2,"NA","NA","NA",413.75,1380,5,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.643889,25.205556,"c(-80.643889, 25.205556)"
2540,3782,"Taylor Creek Site 2",9.2,"NA","NA","NA",413.75,1380,5,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.643889,25.205556,"c(-80.643889, 25.205556)"
