"stid","dsid","name","area","edited","notes","type","avg_int","max_int","controls","Core.top","Biostratigraphic..pollen","Radiocarbon","Radiocarbon..average.of.two.or.more.dates","Deglaciation","Guess","Tephra","Radiocarbon..reservoir.correction","Extrapolated","Core.bottom","Annual.laminations..varves.","Interpolated","Other.dating.methods","Radiocarbon..calibrated","Sediment.stratigraphic","Ambrosia.rise","X23","European.settlement.horizon","Lead.210","Introduced.Pinus.rise","Tsuga.decline","Radiocarbon..calibrated.from.calendar.years","Radiocarbon..infinite","Heinrich.stadials","Interpolated..corrected.for.compaction","Stratigraphic","Picea.decline","Historical.fire","Historical.documentation","Biostratigraphic","Casuarina.rise","Caesium.137","Salsola.rise","Geochronologic","Marine.isotope.stage.event","X","Y","geometry"
2542,2632,"Taylor Slough Site 15",239553.713233,"NA","NA","NA",143.75,260,5,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.687222,25.201944,"c(-80.687222, 25.201944)"
2543,2633,"Taylor Slough Site 7",220.4,"NA","NA","NA",721,1450,6,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.646389,25.287222,"c(-80.646389, 25.287222)"
2548,2638,"Quallen Lake [Terhell Pond]",11,2,"Confirmed lake, site description: kettle lake","Lac",3336.66666666667,5730,4,1,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.786645,47.19324,"c(-95.786645, 47.19324)"
2550,2640,"Thompson Pond",3.2,2,"Assumed correct location in pond (unlabeled)","Lac",2000,4600,6,1,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-96.09332,47.19482,"c(-96.09332, 47.19482)"
2551,2642,"Tiinkdhul Lake",5238,1,"Confirmed site with Google Earth, changed area","NA",2880,5390,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-143.15,66.583333,"c(-143.15, 66.583333)"
2554,2645,"Titicut Swamp",70.8,3,"Minimum info on publications","NA",1916.66666666667,3100,7,1,5,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-71.033333,41.95,"c(-71.033333, 41.95)"
2557,2648,"Toenjes Lake",3.5,2,"Assumed correct location in lake (unlabeled)","Lac",105,105,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.981715,45.40895,"c(-93.981715, 45.40895)"
2570,2663,"Lake Tulane",35.6,"NA","NA","NA",2877.125,6400,17,1,"NA",16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-81.503395,27.58613,"c(-81.503395, 27.58613)"
2570,19620,"Lake Tulane",35.6,"NA","NA","NA",1312.63829787234,15950,48,1,"NA",45,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-81.503395,27.58613,"c(-81.503395, 27.58613)"
2578,2673,"Tuskegee Pond",0.32,3,"Min info on loc. Changed area: Delcourt et al 1986","NA",543.333333333333,1380,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-84.210556,35.584722,"c(-84.210556, 35.584722)"
2785,2880,"Twin Lakes",0.2,1,"Nudged, but there are two adjacent lakes, measured only the round lake.","Lacu",1087.77777777778,2570,10,1,"NA",7,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-108.1025,37.469444,"c(-108.1025, 37.469444)"
2786,2881,"Twin Lakes",9.9,2,"Confirmed lake, site description: kettle lake","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.167778,45.848889,"c(-93.167778, 45.848889)"
2792,2888,"Upper Graven Lake",7,2,"Confirmed lake: description, Almquist-Jacobson1992","Lac",1839,4250,7,1,2,"NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.306944,46.184444,"c(-95.306944, 46.184444)"
2800,2897,"Utricularia Lake",1.805,2,"Confirmed lake: Sandstone depression","NA",6166.66666666667,11500,4,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-108.808333,35.968889,"c(-108.808333, 35.968889)"
2822,2919,"Volo Bog",0.1,2,"Confirmed bog: King 1981","Pal",1580,4500,8,1,1,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-88.18475,42.35154,"c(-88.18475, 42.35154)"
2846,2943,"Water Conservation Area 2A, Site 2 (Site F1)",42049.467301,"NA","NA","NA",578.75,990,5,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.370556,26.359722,"c(-80.370556, 26.359722)"
2847,2944,"Water Conservation Area 2A, Site 3 (Site U3)",42049.467301,"NA","NA","NA",355.833333333333,770,7,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.411389,26.2875,"c(-80.411389, 26.2875)"
2848,2945,"Water Conservation Area 3A, Site 4 (CA315 (AAS))",136555.123891,"NA","NA","NA",503,1270,6,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.6688,25.974,"c(-80.6688, 25.974)"
2849,2946,"Weber Lake",2.2,3,"Min info, and located in a different labeled lake","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.66,47.471667,"c(-91.66, 47.471667)"
2849,3835,"Weber Lake",2.2,3,"Min info, and located in a different labeled lake","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.66,47.471667,"c(-91.66, 47.471667)"
2849,3837,"Weber Lake",2.2,3,"Min info, and located in a different labeled lake","NA",2141.42857142857,7240,8,1,1,"NA","NA","NA","NA","NA","NA","NA",1,"NA","NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.66,47.471667,"c(-91.66, 47.471667)"
2851,2948,"Wentzel's Pond",3.51,3,"Confirmed pond and area: Almendinger 1992. Loc??","Lac",818.333333333333,2060,4,1,"NA","NA","NA","NA","NA","NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.95,46.95,"c(-94.95, 46.95)"
2853,2950,"Whiskey Lake",40.92,2,"Confirmed lake, changed area","NA",6166.66666666667,11500,4,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-108.810833,35.981944,"c(-108.810833, 35.981944)"
2855,2952,"White Lily Lake",12,2,"Confirmed lake: site description and Cushing 1967","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.102778,46.086111,"c(-93.102778, 46.086111)"
2855,3841,"White Lily Lake",12,2,"Confirmed lake: site description and Cushing 1967","Lac",1450,1900,3,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.102778,46.086111,"c(-93.102778, 46.086111)"
2857,2954,"Wien Lake",5945.25,1,"Confirmed Site, Changed Area","NA",1518.75,3390,9,1,"NA",8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-151.266667,64.333333,"c(-151.266667, 64.333333)"
2859,2956,"Willow River Pond",0.6,2,"Assumed correct location in pond (unlabeled)","Lac",2730,2730,2,"NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.78081,46.324305,"c(-92.78081, 46.324305)"
2860,2957,"Windsor Pond",18.9,2,"Confirmed pond, site description","Pal",150,150,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.980005,42.53693,"c(-72.980005, 42.53693)"
2862,2959,"Winneconnet Pond",96.44,1,"Minimum info on site description and publications","NA",1113.33333333333,2800,13,1,"NA",12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-71.116667,41.966667,"c(-71.116667, 41.966667)"
2864,2961,"Wintergreen Lake",14.5,1,"Confirmed lake and area: Manny et al 1978","Lac",1321.5,3445,11,1,1,8,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.383333,42.4,"c(-85.383333, 42.4)"
2933,3031,"Wolsfeld Lake",14.8,2,"Confirmed lake: description and Grimm 1983","Lac",751.5625,2610,17,1,1,1,"NA","NA","NA","NA",9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.57276,45.005015,"c(-93.57276, 45.005015)"
2934,3032,"Wolverine Lake",2.9,3,"Minimum info on site description and publications","NA",1976,2790,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.661111,46.429167,"c(-85.661111, 46.429167)"
2937,3035,"Wood Lake",25.3,1,"Site description: kettle lake. Area: Heide 1984","Lac",1857.14285714286,3500,8,1,1,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-90.083333,45.333333,"c(-90.083333, 45.333333)"
2948,3047,"Yellow Dog Pond",1.5,3,"Cannot find lake. Confirmed area: Brubaker 1975","Lac",910,2265,11,1,1,9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.95,46.75,"c(-87.95, 46.75)"
2954,3563,"Pretty Lake",74.5,1,"Confirmed lake and area: Williams 1974","Lac",978.642857142857,1951,15,1,1,"NA",2,"NA","NA","NA",11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.25,41.583056,"c(-85.25, 41.583056)"
2956,15682,"Canyon Lake",3,2,"Confirmed lake and area: Davis et al 1991","Lac",1218.125,1800,9,1,"NA",8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.921389,46.833333,"c(-87.921389, 46.833333)"
2957,3056,"Como Lake",2.9588,1,"Confirmed site with Google Earth, Changed area","NA",2346,4390,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-105.5,37.55,"c(-105.5, 37.55)"
3529,4557,"Aino Pond",1.8,2,"Confirmed pond, assumed correct loc. (unlabeled)","Lac",299.6,533,6,1,1,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-71.926667,42.679722,"c(-71.926667, 42.679722)"
3530,4558,"Dead Frog Pond",0.02,3,"Confirmed bog and area: Fuller et al 1998. Loc????","Pal",317.428571428571,1972,8,1,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.508611,42.574444,"c(-72.508611, 42.574444)"
5192,17285,"Little Salt Spring",0.8,"NA","NA","NA",710.583333333333,2540,13,1,"NA",12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-82.2333333333333,27.075,"c(-82.2333333333333, 27.075)"
5192,17286,"Little Salt Spring",0.8,"NA","NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-82.2333333333333,27.075,"c(-82.2333333333333, 27.075)"
5192,17287,"Little Salt Spring",0.8,"NA","NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-82.2333333333333,27.075,"c(-82.2333333333333, 27.075)"
5803,15929,"Hiscock Site",0.8,"NA","NA","NA",344.875,6905,33,1,"NA",32,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-78,43,"c(-78, 43)"
6505,10967,"Northeast Shark River Slough",239553.713233,"NA","NA","NA",518.625,1335,9,1,"NA","NA","NA","NA","NA","NA",7,"NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.58386,25.74642,"c(-80.58386, 25.74642)"
6506,10970,"South Heron Lake",1080.6,2,"Confirmed lake, site description: kettle lake","Lac",103,103,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.228,43.7195,"c(-95.228, 43.7195)"
6510,10972,"Hemlock Hollow",0.006,2,"Confirmed hollow and area: Foster and Zebryk 1993","Hollow",1334,3300,8,1,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",1,"NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.178,42.5375,"c(-72.178, 42.5375)"
6511,10973,"Blomford Lake",8.1,2,"Assumed correct location in lake (unlabeled)","Lac",130,130,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.1545,45.4935,"c(-93.1545, 45.4935)"
6512,10974,"Fawn Lake",21.4,2,"Confirmed lake, site description: kettle lake","Lac",130,130,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.0532,45.4072,"c(-93.0532, 45.4072)"
6513,10975,"Frovold Lake",26.2,2,"Confirmed lake, site description: kettle lake","Lac",130,130,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.5625,45.377,"c(-95.5625, 45.377)"
7529,12001,"Little Dollar Lake",9.02,1,"Confirmed lake: site description, changed area","Lac",1507.25,2930,5,1,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.3082,46.186,"c(-85.3082, 46.186)"
7531,12004,"Last Lake",13.6,3,"Minimum info, but located in a lake","NA","NA","-Inf",2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.24005,45.45,"c(-95.24005, 45.45)"
7532,12005,"Cottonwood Lake",148.4,2,"Confirmed lake, Minnesota DNR Lake ID","Lac","NA","-Inf",2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.68015,44.6173,"c(-95.68015, 44.6173)"
7532,15255,"Cottonwood Lake",148.4,2,"Confirmed lake, Minnesota DNR Lake ID","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.68015,44.6173,"c(-95.68015, 44.6173)"
7533,12006,"Monson Lake",82.2,3,"Minimum info, but located in the lake","NA",120,120,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.27935,45.324,"c(-95.27935, 45.324)"
7534,12007,"Deans Lake",68.7,2,"Confirmed lake, site description","Lac",119,119,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.44692,44.77528,"c(-93.44692, 44.77528)"
7535,12008,"Lake Emily",99.3,2,"Confirmed lake: ""lake data from Minnesota DNR""","Lac",119,119,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.92,44.30865,"c(-93.92, 44.30865)"
7537,12010,"Chub Lake",90.935553,2,"Confirmed lake: ""lake data from Minnesota DNR""","Lac",119,119,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.218805,44.5635,"c(-93.218805, 44.5635)"
7538,12011,"Lake Rachel",170.165472,2,"Confirmed lake, site description: kettle lake","Lac",120,120,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.55285,45.80155,"c(-95.55285, 45.80155)"
7539,12012,"Ziebell Lake",9.7,3,"Minimum info, but located in the lake","NA",122,122,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.26345,46.05545,"c(-95.26345, 46.05545)"
7540,12013,"Mud Lake",33.4,3,"Minimum info, but located in the lake","NA",120,120,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.4609,45.8576,"c(-95.4609, 45.8576)"
7541,12014,"Lybeck Lake",30.7,3,"Minimum info, but located in the lake","NA",122,122,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.7125,45.6745,"c(-95.7125, 45.6745)"
7542,12015,"Union Lake",42.2,2,"Confirmed lake: ""lake data from Minnesota DNR""","Lac",120,120,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.34235,45.81725,"c(-95.34235, 45.81725)"
7543,12016,"Albert Lea Lake",1075.5,2,"Confirmed lake: ""lake data from Minnesota DNR""","Lac",119,119,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.284,43.65255,"c(-93.284, 43.65255)"
7543,15248,"Albert Lea Lake",1075.5,2,"Confirmed lake: ""lake data from Minnesota DNR""","Lac",136,136,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.284,43.65255,"c(-93.284, 43.65255)"
7549,12024,"Everhart Lake",16.7,3,"Minimum info, but located in the lake","NA","NA","-Inf",2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.43875,43.6176,"c(-93.43875, 43.6176)"
8551,13029,"Sharkey Lake",17.9,2,"Assumed correct location in lake (unlabeled)","Lac",858.833333333333,1798,13,1,"NA",11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.4132,44.5924,"c(-93.4132, 44.5924)"
8552,13032,"Kimble Pond",4.3,2,"Assumed correct location in lake (unlabeled)","Lac",1062.1,2660,11,1,"NA",9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.84015,44.21895,"c(-93.84015, 44.21895)"
8559,13047,"Irwin Smith Bog",65,2,"Confirmed bog and area: Booth et al 2012","Pal",267.391304347826,2110,24,1,"NA",22,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-83.61,45.0265,"c(-83.61, 45.0265)"
8561,13051,"West Olaf Lake",58.1,2,"Confirmed lake: Nelson and Hu 2008","Lac",753.333333333333,1615,12,1,"NA",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-96.18675,46.5986,"c(-96.18675, 46.5986)"
8565,13056,"Oak Glen Lake",76.290614,2,"Confirmed lake, site description: kettle lake","Lac",119,119,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.0815,43.92945,"c(-93.0815, 43.92945)"
8566,13057,"Camp Lake",85.7,2,"Confirmed lake, site descirption: kettle lake","Lac",120,120,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.39015,45.40595,"c(-95.39015, 45.40595)"
8572,13069,"Elevenses Lake",2,3,"Lynch 2011: confirmed lake and area but cannot loc","Lac",385,655,10,1,"NA",8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.4935,46.3815,"c(-91.4935, 46.3815)"
8573,13071,"Eska Lake",4.2,2,"Site description: Wisconsin DNR waterbody ID","Lac",652,1340,6,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-90.608,45.19145,"c(-90.608, 45.19145)"
8574,13073,"Fallison Lake",20.6,2,"Site description: Wisconsin DNR waterbody ID","Lac",1177.5,3710,7,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.62075,45.9915,"c(-89.62075, 45.9915)"
